Depth_m,Production_flow_m3s,Injected_water_m3s,Total_flow_m3s,Velocity_m_s,Reynolds,Friction_factor,Pressure_gravity_Pa,Pressure_friction_Pa,Total_pressure_Pa
1240,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10339740,6575.574893,10446289.17
1245,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10381432.5,6601.982825,10488008.07
1250,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10423125,6628.390756,10529726.98
1255,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10464817.5,6654.798687,10571445.89
1260,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10506510,6681.206618,10613164.8
1265,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10548202.5,6707.61455,10654883.71
1270,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10589895,6734.022481,10696602.61
1275,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10631587.5,6760.430412,10738321.52
1280,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10673280,6786.838344,10780040.43
1285,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10714972.5,6813.246275,10821759.34
1290,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10756665,6839.654206,10863478.25
1295,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10798357.5,6866.062138,10905197.15
1300,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10840050,6892.470069,10946916.06
1305,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10881742.5,6918.878,10988634.97
1310,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10923435,6945.285931,11030353.88
1315,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,10965127.5,6971.693863,11072072.79
1320,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11006820,6998.101794,11113791.69
1325,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11048512.5,7024.509725,11155510.6
1330,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11090205,7050.917657,11197229.51
1335,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11131897.5,7077.325588,11238948.42
