Depth_m,Production_flow_m3s,Injected_water_m3s,Total_flow_m3s,Velocity_m_s,Reynolds,Friction_factor,Pressure_gravity_Pa,Pressure_friction_Pa,Total_pressure_Pa
1340,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11173590,7103.733519,11280667.33
1345,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11215282.5,7130.141451,11322386.23
1350,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11256975,7156.549382,11364105.14
1355,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11298667.5,7182.957313,11405824.05
1360,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11340360,7209.365244,11447542.96
1365,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11382052.5,7235.773176,11489261.87
1370,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11423745,7262.181107,11530980.77
1375,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11465437.5,7288.589038,11572699.68
1380,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11507130,7314.99697,11614418.59
1385,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11548822.5,7341.404901,11656137.5
1390,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11590515,7367.812832,11697856.4
1395,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11632207.5,7394.220763,11739575.31
1400,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11673900,7420.628695,11781294.22
1405,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11715592.5,7447.036626,11823013.13
1410,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11757285,7473.444557,11864732.04
1415,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11798977.5,7499.852489,11906450.94
1420,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11840670,7526.26042,11948169.85
1425,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11882362.5,7552.668351,11989888.76
1430,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11924055,7579.076283,12031607.67
1435,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,11965747.5,7605.484214,12073326.58
1440,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12007440,7631.892145,12115045.48
1445,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12049132.5,7658.300076,12156764.39
1450,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12090825,7684.708008,12198483.3
1455,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12132517.5,7711.115939,12240202.21
1460,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12174210,7737.52387,12281921.12
1465,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12215902.5,7763.931802,12323640.02
1470,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12257595,7790.339733,12365389.25
1475,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12299287.5,7816.747664,12407199.36
1480,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12340980,7843.155596,12449069.59
1485,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12382672.5,7869.563527,12490999.18
1490,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12424365,7895.971458,12532987.36
1495,0.000648148,0,0.000648148,0.082524785,350.7303376,0.182476373,12466057.5,7922.379389,12575033.38
1500,0.000648148,,,,,,12507750,,12617136.48
1505,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12549442.5,,12659295.92
1510,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12591135,,12701510.95
1515,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12632827.5,,12743780.84
1520,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12674520,,12786104.86
1525,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12716212.5,,12828482.26
1530,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12757905,,12870912.34
1535,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12799597.5,,12913394.36
1540,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12841290,,12955927.61
1545,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12882982.5,,12998511.37
1550,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12924675,,13041144.95
1555,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,12966367.5,,13083827.64
1560,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13008060,,13126558.73
1565,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13049752.5,,13169337.54
1570,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13091445,,13212163.38
1575,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13133137.5,,13255035.55
1580,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13174830,,13297953.38
1585,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13216522.5,,13340916.2
1590,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13258215,,13383923.33
1595,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13299907.5,,13426974.1
1600,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13341600,,13470067.85
1605,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13383292.5,,13513203.92
1610,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13424985,,13556381.66
1615,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13466677.5,,13599600.41
1620,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13508370,,13642859.54
1625,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13550062.5,,13686158.4
1630,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13591755,,13729496.35
1635,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13633447.5,,13772872.77
1640,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13675140,,13816287.02
1645,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13716832.5,,13859738.49
1650,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13758525,,13903226.54
1655,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13800217.5,,13946750.58
1660,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13841910,,13990309.99
1665,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13883602.5,,14033904.16
1670,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13925295,,14077532.5
1675,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,13966987.5,,14121194.4
1680,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14008680,,14164889.28
1685,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14050372.5,,14208616.54
1690,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14092065,,14252375.61
1695,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14133757.5,,14296165.91
1700,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14175450,,14339986.85
1705,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14217142.5,,14383837.88
1710,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14258835,,14427718.42
1715,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14300527.5,,14471627.92
1720,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14342220,,14515565.82
1725,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14383912.5,,14559531.57
1730,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14425605,,14603524.61
1735,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14467297.5,,14647544.41
1740,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14508990,,14691590.43
1745,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14550682.5,,14735662.14
1750,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14592375,,14779758.99
1755,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14634067.5,,14823880.48
1760,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14675760,,14868026.07
1765,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14717452.5,,14912195.25
1770,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14759145,,14956387.51
1775,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14800837.5,,15000602.34
1780,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14842530,,15044839.24
1785,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14884222.5,,15089097.71
1790,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14925915,,15133377.25
1795,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,14967607.5,,15177677.38
1800,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15009300,,15221997.61
1805,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15050992.5,,15266337.45
1810,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15092685,,15310696.44
1815,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15134377.5,,15355074.1
1820,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15176070,,15399469.96
1825,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15217762.5,,15443883.56
1830,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15259455,,15488314.44
1835,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15301147.5,,15532762.15
1840,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15342840,,15577226.23
1845,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15384532.5,,15621706.25
1850,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15426225,,15666201.75
1855,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15467917.5,,15710712.31
1860,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15509610,,15755237.49
1865,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15551302.5,,15799776.87
1870,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15592995,,15844330.01
1875,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15634687.5,,15888896.51
1880,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15676380,,15933475.94
1885,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15718072.5,,15978067.9
1890,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15759765,,16022671.98
1895,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15801457.5,,16067287.79
1900,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15843150,,16111914.92
1905,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15884842.5,,16156552.98
1910,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15926535,,16201201.59
1915,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,15968227.5,,16245860.35
1920,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16009920,,16290528.9
1925,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16051612.5,,16335206.86
1930,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16093305,,16379893.86
1935,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16134997.5,,16424589.53
1940,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16176690,,16469293.51
1945,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16218382.5,,16514005.45
1950,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16260075,,16558724.99
1955,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16301767.5,,16603451.79
1960,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16343460,,16648185.5
1965,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16385152.5,,16692925.78
1970,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16426845,,16737672.31
1975,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16468537.5,,16782424.74
1980,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16510230,,16827182.75
1985,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16551922.5,,16871946.03
1990,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16593615,,16916714.26
1995,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16635307.5,,16961487.12
2000,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16677000,,17006264.3
2005,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16718692.5,,17051045.51
2010,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16760385,,17095830.44
2015,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16802077.5,,17140618.8
2020,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16843770,,17185410.31
2025,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16885462.5,,17230204.66
2030,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16927155,,17275001.59
2035,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,16968847.5,,17319800.82
2040,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17010540,,17364602.07
2045,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17052232.5,,17409405.08
2050,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17093925,,17454209.58
2055,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17135617.5,,17499015.31
2060,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17177310,,17543822.03
2065,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17219002.5,,17588629.47
2070,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17260695,,17633437.4
2075,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17302387.5,,17678245.58
2080,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17344080,,17723053.76
2085,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17385772.5,,17767861.71
2090,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17427465,,17812669.22
2095,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17469157.5,,17857476.04
2100,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17510850,,17902281.97
2105,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17552542.5,,17947086.79
2110,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17594235,,17991890.29
2115,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17635927.5,,18036692.27
2120,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17677620,,18081492.52
2125,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17719312.5,,18126290.85
2130,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17761005,,18171087.06
2135,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17802697.5,,18215880.97
2140,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17844390,,18260672.39
2145,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17886082.5,,18305461.15
2150,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17927775,,18350247.06
2155,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,17969467.5,,18395029.97
2160,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18011160,,18439809.7
2165,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18052852.5,,18484586.1
2170,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18094545,,18529359
2175,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18136237.5,,18574128.26
2180,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18177930,,18618893.72
2185,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18219622.5,,18663655.25
2190,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18261315,,18708412.7
2195,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18303007.5,,18753165.94
2200,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18344700,,18797914.85
2205,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18386392.5,,18842659.28
2210,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18428085,,18887399.13
2215,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18469777.5,,18932134.28
2220,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18511470,,18976864.61
2225,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18553162.5,,19021590.01
2230,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18594855,,19066310.39
2235,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18636547.5,,19111025.65
2240,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18678240,,19155735.68
2245,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18719932.5,,19200440.4
2250,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18761625,,19245139.73
2255,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18803317.5,,19289833.58
2260,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18845010,,19334521.87
2265,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18886702.5,,19379204.54
2270,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18928395,,19423881.51
2275,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,18970087.5,,19468552.73
2280,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19011780,,19513218.13
2285,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19053472.5,,19557877.66
2290,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19095165,,19602531.27
2295,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19136857.5,,19647178.91
2300,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19178550,,19691820.54
2305,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19220242.5,,19736456.13
2310,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19261935,,19781085.64
2315,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19303627.5,,19825709.04
2320,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19345320,,19870326.32
2325,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19387012.5,,19914937.45
2330,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19428705,,19959542.42
2335,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19470397.5,,20004141.21
2340,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19512090,,20048733.83
2345,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19553782.5,,20093320.27
2350,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19595475,,20137900.53
2355,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19637167.5,,20182474.62
2360,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19678860,,20227042.56
2365,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19720552.5,,20271604.36
2370,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19762245,,20316160.04
2375,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19803937.5,,20360709.63
2380,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19845630,,20405253.15
2385,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19887322.5,,20449790.65
2390,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19929015,,20494322.15
2395,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,19970707.5,,20538847.71
2400,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20012400,,20583367.37
2405,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20054092.5,,20627881.18
2410,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20095785,,20672389.2
2415,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20137477.5,,20716891.49
2420,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20179170,,20761388.12
2425,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20220862.5,,20805879.15
2430,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20262555,,20850364.66
2435,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20304247.5,,20894844.73
2440,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20345940,,20939319.44
2445,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20387632.5,,20983788.88
2450,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20429325,,21028253.15
2455,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20471017.5,,21072712.32
2460,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20512710,,21117166.52
2465,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20554402.5,,21161615.85
2470,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20596095,,21206060.4
2475,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20637787.5,,21250500.31
2480,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20679480,,21294935.68
2485,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20721172.5,,21339366.64
2490,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20762865,,21383793.32
2495,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20804557.5,,21428215.85
2500,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20846250,,21472634.36
2505,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20887942.5,,21517049
2510,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20929635,,21561459.92
2515,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,20971327.5,,21605867.25
2520,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21013020,,21650271.17
2525,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21054712.5,,21694671.81
2530,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21096405,,21739069.36
2535,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21138097.5,,21783463.97
2540,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21179790,,21827855.82
2545,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21221482.5,,21872245.08
2550,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21263175,,21916631.94
2555,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21304867.5,,21961016.58
2560,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21346560,,22005399.19
2565,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21388252.5,,22049779.97
2570,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21429945,,22094159.1
2575,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21471637.5,,22138536.81
2580,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21513330,,22182913.28
2585,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21555022.5,,22227288.75
2590,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21596715,,22271663.41
2595,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21638407.5,,22316037.5
2600,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21680100,,22360411.23
2605,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21721792.5,,22404784.85
2610,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21763485,,22449158.57
2615,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21805177.5,,22493532.65
2620,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21846870,,22537907.32
2625,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21888562.5,,22582282.84
2630,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21930255,,22626659.44
2635,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,21971947.5,,22671037.4
2640,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22013640,,22715416.97
2645,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22055332.5,,22759798.41
2650,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22097025,,22804182
2655,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22138717.5,,22848568
2660,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22180410,,22892956.71
2665,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22222102.5,,22937348.4
2670,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22263795,,22981743.36
2675,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22305487.5,,23026141.88
2680,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22347180,,23070544.25
2685,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22388872.5,,23114950.79
2690,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22430565,,23159361.78
2695,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22472257.5,,23203777.55
2700,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22513950,,23248198.41
2705,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22555642.5,,23292624.68
2710,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22597335,,23337056.67
2715,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22639027.5,,23381494.72
2720,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22680720,,23425939.15
2725,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22722412.5,,23470390.32
2730,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22764105,,23514848.54
2735,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22805797.5,,23559314.18
2740,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22847490,,23603787.58
2745,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22889182.5,,23648269.09
